title,released_year,duration,genre,description,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,api_error,totalSeasons,imageid,format
Ticha Umbartha                           ,2016,1h 57m  ,Drama          ,"Based on a play by Jayant Pawar named Maza Ghar, Vibha strives to make her place in the society after being wrongly rejected by her husband.",N/A,27 Feb 2016,124 min,Drama,Dipti Ghonsikar,Jayant Pawar,"Jyoti Chandekar, Harsha Khandeparkar, Chinmay Mandlekar","Dinesh runs a successful ad firm, whereas his wife Vibha is a full-time wife and mother. Dinesh falls in love with his colleague, Nandita, and asks for divorce. Shocked, Vibha decides to fight for her rights. Dinesh's mother takes...",Marathi,India,N/A,https://m.media-amazon.com/images/M/MV5BM2RjNmNkZTYtY2NiNi00NGE3LWFiZGMtMjcyNmQ0NTZiYmQ0XkEyXkFqcGdeQXVyMTM3MTQ3ODEw._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.6/10""}]",N/A,5.6,13,tt7288776,movie,N/A,N/A,N/A,N/A,,,0252,
24                                       ,2016,2h 37m  ,Thriller       ,"A scientist invents a time machine that his evil twin brother plans to usurp. An unforeseen attack and years later, his son tries to protect it from his uncle.",Not Rated,06 May 2016,164 min,"Action, Comedy, Drama",Vikram K. Kumar,"Vikram Kumar, Vikram K. Kumar","Suriya, Samantha Ruth Prabhu, Nithya Menen","A Sci-Fi family revenge drama happening between a scientist, his evil brother and the scientist's son, over a time travel gadget.",Tamil,India,7 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYzg2YTY0MjctMDkwYS00YWZhLWE5ZGYtNDBhZWI3NWY0NDlmXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.9/10""}]",N/A,7.9,"26,073",tt4981966,movie,N/A,N/A,N/A,N/A,,,0253,jpg
Veerappan                                ,2016,1h 50m  ,Action         ,"Based on the life of infamous sandalwood dacoit, Veerappan, the film charts the events leading to Operation Cocoon, his ultimate downfall.",Not Rated,15 Oct 2017,125 min,"Action, Biography, Crime",Ram Gopal Varma,"Jai Priyadarshi, R.D. Tailang","Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav","Koose Muniswamy Veerappan commonly known only as Veerappan was a notorious Indian brigand and dacoit in India. He was active for nearly 30 years in the scrub lands and forests in the states of Karnataka, Kerala and Tamil Nadu. 184 people (97 of them are police officials &amp; forest officers), 900 elephants were killed by Veerappan.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BZjNmYzkxNzMtODY4NS00NjBlLWFkMTUtOTRhNzhmNGIzNzQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}]",N/A,5.3,902,tt5632164,movie,N/A,N/A,N/A,N/A,,,0254,jpg
The Legend of Michael Mishra             ,2016,1h 58m  ,Comedy         ,"To win back his childhood sweetheart, Bhaiyyaji, a tailor-turned-kidnapper decides to give up his criminal ways. Will he succeed?",N/A,05 Aug 2016,125 min,"Comedy, Drama",Manish Jha,"Anshuman Chaturvedi, Manish Jha, Vijay Kapoor","Aditi Rao Hydari, Boman Irani, Arshad Warsi","Michael Mishra, a kidnapper from Patna, falls for a girl, Varsha Shukla, at a very young age. He got arrested and sent to jail. After releasing from jail, he searched for her but couldn't find her. He then finds her in a talent show. The story revolves around as to how he gets his love and what he has to go through.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYzU0ZjQ1NWItMjM2Yy00ODcyLThlNWQtMzMyZjE3YzhiMTc1XkEyXkFqcGdeQXVyMTk4NzY0NDI@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""0%""}]",N/A,4.4,627,tt3224258,movie,N/A,N/A,N/A,N/A,,,0255,
Sahaj Paather Gappo                      ,2016,1h 22m  ,Drama          ,10-year-old Gopal and his kid brother Chottu struggle to make ends meet. But they also fancy attending an upcoming grand feast.,,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0256,
Gurgaon                                  ,2017,1h 41m  ,Thriller       ,"When the daughter of a real estate tycoon is kidnapped, her family desperately tries to track her whereabouts; while unravelling long buried family secrets.",N/A,04 Aug 2017,107 min,"Crime, Thriller",Shanker Raman,"Vipin Bhati, Adarsh Jaunpuri, Lovesh Nagar","Akshay Oberoi, Pankaj Tripathi, Aamir Bashir","Story of a family is intertwined with the city of Gurgaon. There is a rebel, in the house of ambition with a gory past and greedy present. As he gets in big trouble, so do people around him. What will be the outcome of the chaos? What future has in store for this family?",Hindi,India,3 nominations,https://m.media-amazon.com/images/M/MV5BODBkYThiOGMtODFmYy00MWY4LTk5MWEtM2RlOWMzY2I4YjQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""86%""}]",N/A,6.4,"2,533",tt4699202,movie,N/A,N/A,N/A,N/A,,,0257,jpg
Haraamkhor                               ,2017,1h 28m  ,Drama          ,"A married teacher's illicit affair with his teenage student turns into an odd love triangle, when her classmate gets attracted to her.",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0258,
Mahayuddha                               ,2017,1h 59m  ,Action         ,"Due to his brothers' meddling, an aggressive man falls in love with a woman who believes him to be a non-violent person. But, how long can he keep up the act?",,,,,,,,,,,,,,,,,,,,,,,Movie not found!,,0259,
Fidaa                                    ,2017,2h 2m   ,Romance        ,"Varun, an NRI medical student, falls in love with Bhanu, a village belle. However, their chalk-and-cheese personalities create obstacles for them.",N/A,21 Jul 2017,144 min,"Comedy, Drama, Romance",Sekhar Kammula,"Charu Gupta, Sekhar Kammula, Chaithanya Pingali","Sai Pallavi, Varun Tej, Sai Chand","Varun and Bhanu, both from different worlds, face challenges in their relationship.",Telugu,India,5 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BYTZjYjhlZTMtYzg1OC00OWYwLThhNGEtY2M2MmNjM2FmMzhiXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}]",N/A,7.4,"6,021",tt7159382,movie,N/A,N/A,N/A,N/A,,,0260,jpg
E                                        ,2017,1h 43m  ,Horror         ,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,"Drama, Family",N/A,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.","English, French, Micmac",Canada,24 wins & 54 nominations total,https://m.media-amazon.com/images/M/MV5BZWUzZGM1OTYtMWUyNS00NTBmLTg1YTMtOTllMWFmYjk2NGU2XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",N/A,8.6,"76,600",tt5421602,series,,,,,,3,0261,jpg
Mass Leader                              ,2017,1h 56m  ,Action         ,Honest army officer Captain Shivraj's happy life takes a drastic turn when his family is killed in a terrorist attack.,N/A,11 Aug 2017,N/A,Action,Narashimha,Narashimha,"Shivarajkumar, Vijay Raghavendra, Pranitha","The movie starts with the issue of Bangladeshi infiltrators thriving in Bengaluru with the help of the politicians who practice vote-bank politics. Shivraj, along with his two associates drives out Bangladeshi infiltrators by spreading widespread rumors's.He also locks horns with the corrupt CM and takes actions against drug mafia. An underworld Don from Mangaluru is tasked to kill Shivraj, but he later turns a loyalist. In 2nd half flashback happens were Shivraj is a patriotic Indian Army captain in Kashmir with a loving wife and his sibling's, parents and a child. The happy family is slayed by a terror plot, leaving his child handicapped. The rest of the story is how he avenges the deaths of his family, by finishing off the terrorist.",Kannada,India,N/A,https://m.media-amazon.com/images/M/MV5BNGMxMWEzYWEtMTQzMC00MDkzLTkwOWYtZGRhMTBmZWIyMTMxXkEyXkFqcGdeQXVyMzQzMDc2MDk@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}]",N/A,5.3,90,tt7386544,movie,N/A,N/A,N/A,N/A,,,0262,
Vivegam                                  ,2017,2h 11m  ,Action         ,"When an honest counter-terrorist agent is suspected to have gone rogue, he embarks upon a revenge mission against the traitors, who once were his friends.",Not Rated,25 Aug 2017,149 min,"Action, Thriller",Siva,"Siva, Gautam Siddhartha, Mayank Jain","Ajith Kumar, Vivek Oberoi, Kajal Aggarwal","A celebrated covert operation specialist Ajay Kumar is assigned a high risk mission to retrieve the detonation codes for deadly plutonium weapons stolen by terrorists to upset the world order. After putting his unparalleled skills to use he finds himself on the verge of successfully completing the mission, only to be shocked by treasonous acts which he wouldn't have even dreamt of. He is then left to deal with overwhelming odds stacked against him in order to survive.",Tamil,India,4 nominations total,https://m.media-amazon.com/images/M/MV5BZWNjZGRiZDUtYTIxYi00NmRhLWI0Y2YtODhhMGJlN2UzNzAzXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}]",N/A,6.1,"17,636",tt6878378,movie,N/A,N/A,N/A,N/A,,,0263,jpg
Jolly LLB 2                              ,2017,2h 11m  ,Drama          ,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,"Comedy, Crime, Drama",Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,"Hindi, Kashmiri, Urdu",India,3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BYjcwODQ4ZDgtODQyZS00MmE1LWE4ZjQtZjQ5MWQzYTMyNDIwXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",N/A,7.2,"29,005",tt5982852,movie,N/A,"$1,654,254",N/A,N/A,,,0264,jpg
IMAI                                     ,2017,1h 14m  ,Drama          ,"An accidental meeting brings Jyothi face to face with her long lost love, Karthik, who has become a notorious gangster. Can Jyothi bring him back on track?",N/A,22 Dec 2017,97 min,Drama,Vijay Mohan,N/A,"Akshya Priya, Sarish",,Tamil,India,N/A,https://m.media-amazon.com/images/M/MV5BNDAwY2FjNWMtYWYwZC00NDI2LTlmNWEtMWZhMjNlMjAyYjBkXkEyXkFqcGdeQXVyNzc2MzI1MDg@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.8/10""}]",N/A,4.8,11,tt7794028,movie,N/A,N/A,N/A,N/A,,,0265,
Indu Sarkar                              ,2017,2h 8m   ,Thriller       ,"Set during the Indian Emergency, a simple housewife's life changes when she ventures into an area where residents are protesting against the government.",Unrated,28 Jul 2017,139 min,"Drama, Thriller",Madhur Bhandarkar,"Madhur Bhandarkar, Sanjay Chhel, Kapil Chopra","Kirti Kulhari, Tota Roy Chowdhury, Neil Nitin Mukesh",Indu Sarkar is set during the emergency period between 1975 to 1977 declared by Prime Minister Indra Gandhi.,Hindi,India,1 nomination,https://m.media-amazon.com/images/M/MV5BY2YxNWE1MzctYzhiYy00ZDgwLWIwZTQtZjRjNGI0Y2MxOTdkXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""45%""}]",N/A,6.0,"2,283",tt6620324,movie,N/A,N/A,N/A,N/A,,,0266,jpg
Lee                                      ,2017,1h 55m  ,Action         ,"Leela and Charlee are madly in love with each other. Apart from their families being at loggerheads, an international don makes an entry to add to the chaos.",N/A,13 Jan 2017,133 min,Drama,H.M. Srinandan,H.M. Srinandan,"Sumanth Shailendra, Nabha Natesh, Sneha Namdhani",A cute love story which encounters obstacles that challenges their love.,Kannada,India,N/A,https://m.media-amazon.com/images/M/MV5BMmQ2MWU2MWItZjg3YS00YTMxLTkyYmMtYTczZTRmZjQ5ZDY5XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,10,tt13243484,movie,N/A,N/A,N/A,N/A,,,0267,jpg
Maatr                                    ,2017,1h 42m  ,Thriller       ,A traumatised Vidya seeks revenge after her teenage daughter is gang-raped and murdered. She sets out to punish the perpetrators and get justice for her child.,N/A,21 Apr 2017,113 min,Thriller,Ashtar Sayed,"Michael Pellico, Mishkka Shekhawat","Raveena Tandon, Rushad Rana, Madhur Mittal","Vidya, who's left shattered after her daughter Tia's murder, seeks vengeance by fighting the broken justice and criminal system.",Hindi,India,1 win,https://m.media-amazon.com/images/M/MV5BMDFmYmFhMTItODU5OS00M2NhLTgzOWUtNzM5NDNmMzJmZjEyXkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""40%""}]",N/A,4.7,532,tt5543746,movie,N/A,N/A,N/A,N/A,,,0268,jpg
Maasthi Gudi                             ,2017,1h 56m  ,Action         ,"Maasthi leads an isolated life near a forest. On learning that tigers are illegally being hunted and killed, he sets out to save them and make things right.",N/A,12 May 2017,150 min,"Action, Drama",Nagashekar,"Pradhyumna V Kashyap, M.S. Ramesh","Duniya Vijay, Kriti Kharbanda, Amulya","When Maasthi learns about poaching incidents in a nearby jungle, he decides to take it upon himself to prohibit poachers from killing wild animals.",Kannada,India,N/A,https://m.media-amazon.com/images/M/MV5BMzY3MTFmNDQtYjIwZC00YWQ4LWFiYWQtZjQ1MTgzYmUzZWI3XkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}]",N/A,5.7,34,tt13155624,movie,N/A,N/A,N/A,N/A,,,0269,
Vikram Vedha                             ,2017,2h 10m  ,Thriller       ,"Police officer Vikram finally captures Vedha, a dreaded gangster. When the latter engages Vikram in a mind game, it challenges his notion of good and evil.",Not Rated,21 Jul 2017,147 min,"Action, Crime, Drama","Gayatri, Pushkar, Gowtham Selvaraj","Manikandan K., Gautam Siddharth, Gayatri","Madhavan, Vijay Sethupathi, Shraddha Srinath","A badass cop Vikram leads a special task force formed to eliminate a kickass Vedha's gang running amok on the streets of Chennai, making a mockery of Law and Order. An encounter planned by a Vikram's friend Simon, kills Vedha's trusted aides and brings him out of hiding. Vedha lays his clutch on Vikram and engages in a disturbing mind game of sorts which results in a quest to reveal the truth behind that fateful encounter..",Tamil,India,12 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BOTI0ODVlYjYtYTQ5Yi00OTlmLWI5NjEtYjM5ZWEyMDQ5ZjA5XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.2/10""}]",N/A,8.2,"52,192",tt6148156,movie,N/A,N/A,N/A,N/A,,,0270,jpg
A Gentleman                              ,2017,2h 6m   ,Action         ,A tale of mistaken identities where identical-looking Gaurav and Rishi cross paths only to create confusion and chaos in their lives and of those around them.,Not Rated,25 Aug 2017,145 min,"Action, Comedy","Krishna D.K., Raj Nidimoru","Raj Nidimoru, Krishna D.K., Sita Menon","Sidharth Malhotra, Jacqueline Fernandez, Darshan Kumaar","Gaurav is on a mission to settle down. He is in the process of trying to charm Kavya into creating life with him and getting married. However, Kavya dreads the thought of taking the plunge and settling down. Her only wish is that her ""sundar susheel"" gentleman lives life to the full, with a little more risk and excitement. However, things take an interesting twist when an assignment takes Gaurav to Mumbai.",Hindi,India,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BYTIzMzBmODEtODczZS00ZDAyLWIzZjUtMzFiMDc4NTdkMTA3XkEyXkFqcGc@._V1_SX300.jpg,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.3/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""50%""}]",N/A,6.3,"7,723",tt5613834,movie,N/A,"$410,055",N/A,N/A,,,0271,jpg
S3                                       ,2017,2h 24m  ,Action         ,A dutiful rowdy cop is deputed to deal with the murder case of a police commissioner. But there's more than what meets the eye.,N/A,18 Aug 2017,134 min,Comedy,Andrew Kiker,N/A,Andrew Kiker,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjgyOTMwZTEtYzliNS00ODVhLWE1NmItOGU0YmJmZWFlYmViXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11372110,movie,N/A,N/A,N/A,N/A,,,0272,jpg
